dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,llc_access,llc_hit,llc_miss,llc_mpki,llc_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec06,483.xalancbmk,483.xalancbmk-736B,483.xalancbmk-736B.champsimtrace.xz,50000003,18101901,2.76214,361237,361237,0,0,0,130198,63334,66864,1.33728,0.51355600000000001,0,0,0,0,0,0,0,0,0,0
spec17,600.perlbench_s,600.perlbench_s-1273B,600.perlbench_s-1273B.champsimtrace.xz,50000001,17386659,2.8757700000000002,4137,4137,0,0,0,4298,80,4218,0.084360000000000004,0.98138700000000001,0,0,0,0,0,0,0,0,0,0
spec17,600.perlbench_s,600.perlbench_s-210B,600.perlbench_s-210B.champsimtrace.xz,50000005,18053232,2.76959,30100,30100,0,0,0,3626,51,3575,0.071499999999999994,0.98593500000000001,0,0,0,0,0,0,0,0,0,0
spec17,600.perlbench_s,600.perlbench_s-570B,600.perlbench_s-570B.champsimtrace.xz,50000000,21571784,2.3178399999999999,58886,58886,0,0,0,46941,9849,37092,0.74184000000000005,0.79018299999999997,0,0,0,0,0,0,0,0,0,0
spec17,602.gcc_s,602.gcc_s-1850B,602.gcc_s-1850B.champsimtrace.xz,50000001,34302364,1.45763,16220,16220,0,0,0,905738,3774,901964,18.039300000000001,0.99583299999999997,0,0,0,0,0,0,0,0,0,0
spec17,602.gcc_s,602.gcc_s-2226B,602.gcc_s-2226B.champsimtrace.xz,50000000,91359594,0.547288,68129,68129,0,0,0,3629551,2133,3627418,72.548400000000001,0.99941199999999997,0,0,0,0,0,0,0,0,0,0
spec17,602.gcc_s,602.gcc_s-2375B,602.gcc_s-2375B.champsimtrace.xz,50000003,40851019,1.2239599999999999,222090,222090,0,0,0,456818,370807,86011,1.7202200000000001,0.18828300000000001,0,0,0,0,0,0,0,0,0,0
spec17,602.gcc_s,602.gcc_s-734B,602.gcc_s-734B.champsimtrace.xz,50000000,21060289,2.3741400000000001,15734,15734,0,0,0,438455,45742,392713,7.85426,0.895675,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-1080B,603.bwaves_s-1080B.champsimtrace.xz,50000001,19921431,2.5098600000000002,27,27,0,0,0,3051,1061,1990,0.039800000000000002,0.65224499999999996,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-1740B,603.bwaves_s-1740B.champsimtrace.xz,50000002,18935889,2.6404899999999998,70766,70766,0,0,0,974629,5554,969075,19.381499999999999,0.99430099999999999,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-2609B,603.bwaves_s-2609B.champsimtrace.xz,50000004,18889332,2.6469999999999998,30148,30148,0,0,0,974606,5532,969074,19.381499999999999,0.99432399999999999,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-2931B,603.bwaves_s-2931B.champsimtrace.xz,50000002,20254700,2.4685600000000001,56237,56237,0,0,0,1030920,306058,724862,14.497199999999999,0.703121,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-3699B,603.bwaves_s-3699B.champsimtrace.xz,50000003,20030693,2.4961700000000002,503,503,0,0,0,57628,23589,34039,0.68078000000000005,0.59066799999999997,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-5359B,603.bwaves_s-5359B.champsimtrace.xz,50000003,20245800,2.4696500000000001,36,36,0,0,0,4385,1730,2655,0.053100000000000001,0.60547300000000004,0,0,0,0,0,0,0,0,0,0
spec17,603.bwaves_s,603.bwaves_s-891B,603.bwaves_s-891B.champsimtrace.xz,50000002,30962556,1.6148499999999999,16381,16381,0,0,0,1360274,277169,1083105,21.662099999999999,0.79623999999999995,0,0,0,0,0,0,0,0,0,0
spec17,605.mcf_s,605.mcf_s-1152B,605.mcf_s-1152B.champsimtrace.xz,50000000,130647950,0.38270799999999999,1354307,1354307,0,0,0,4147046,2630735,1516311,30.3262,0.36563600000000002,0,0,0,0,0,0,0,0,0,0
spec17,605.mcf_s,605.mcf_s-1536B,605.mcf_s-1536B.champsimtrace.xz,50000005,74375935,0.672261,1287036,1287036,0,0,0,3886771,2301807,1584964,31.699300000000001,0.40778399999999998,0,0,0,0,0,0,0,0,0,0
